"utterance","item","ah_belief","prob"
"BARE-dances-?","Charley_H","dances",0.0673244773793096
"BARE-dances-?","Charley_H","doesnt_dance",0.00123702075513613
"BARE-dances-?","Charley_H","null",0.930758620406995
"BARE-dances-?","Charley_H","uncertain",0.000679881458559614
"BARE-dances-?","Charley_L","dances",0.004952013930579
"BARE-dances-?","Charley_L","doesnt_dance",0.0292591650369869
"BARE-dances-?","Charley_L","null",0.954641767856291
"BARE-dances-?","Charley_L","uncertain",0.0111470531761423
"BARE-dances-?","Danny_H","dances",0.037943149861175
"BARE-dances-?","Danny_H","doesnt_dance",0.00135433246113333
"BARE-dances-?","Danny_H","null",0.954916798134945
"BARE-dances-?","Danny_H","uncertain",0.00578571954274733
"BARE-dances-?","Danny_L","dances",0.00686396619351839
"BARE-dances-?","Danny_L","doesnt_dance",0.0322432272221998
"BARE-dances-?","Danny_L","null",0.952042259898065
"BARE-dances-?","Danny_L","uncertain",0.00885054668621787
"BARE-dances-?","Emily_H","dances",0.0166069854628862
"BARE-dances-?","Emily_H","doesnt_dance",0.00812792786805687
"BARE-dances-?","Emily_H","null",0.96068615824652
"BARE-dances-?","Emily_H","uncertain",0.0145789284225379
"BARE-dances-?","Emily_L","dances",0.0036578159178005
"BARE-dances-?","Emily_L","doesnt_dance",0.0409500755895911
"BARE-dances-?","Emily_L","null",0.951689845171073
"BARE-dances-?","Emily_L","uncertain",0.00370226332153573
"BARE-dances-?","Emma_H","dances",0.0460082436721485
"BARE-dances-?","Emma_H","doesnt_dance",0.00244503979286703
"BARE-dances-?","Emma_H","null",0.947646011658966
"BARE-dances-?","Emma_H","uncertain",0.00390070487601837
"BARE-dances-?","Emma_L","dances",0.0110636553022989
"BARE-dances-?","Emma_L","doesnt_dance",0.0287956005124138
"BARE-dances-?","Emma_L","null",0.950298883222787
"BARE-dances-?","Emma_L","uncertain",0.00984186096249999
"BARE-dances-?","Frank_H","dances",0.0307567709880833
"BARE-dances-?","Frank_H","doesnt_dance",0.00207281433264117
"BARE-dances-?","Frank_H","null",0.959095701750938
"BARE-dances-?","Frank_H","uncertain",0.00807471292833753
"BARE-dances-?","Frank_L","dances",0.00640402440937345
"BARE-dances-?","Frank_L","doesnt_dance",0.0425596845552746
"BARE-dances-?","Frank_L","null",0.948752791669252
"BARE-dances-?","Frank_L","uncertain",0.00228349936609962
"BARE-dances-?","Grace_H","dances",0.0619888039748498
"BARE-dances-?","Grace_H","doesnt_dance",0.00136338743298084
"BARE-dances-?","Grace_H","null",0.935389591712734
"BARE-dances-?","Grace_H","uncertain",0.00125821687943523
"BARE-dances-?","Grace_L","dances",0.00995467043614166
"BARE-dances-?","Grace_L","doesnt_dance",0.0359732808895142
"BARE-dances-?","Grace_L","null",0.948119540766905
"BARE-dances-?","Grace_L","uncertain",0.0059525079074399
"BARE-dances-?","Isabella_H","dances",0.00784784383364668
"BARE-dances-?","Isabella_H","doesnt_dance",0.0049374318680347
"BARE-dances-?","Isabella_H","null",0.966638959770662
"BARE-dances-?","Isabella_H","uncertain",0.0205757645276567
"BARE-dances-?","Isabella_L","dances",0.00507583424328166
"BARE-dances-?","Isabella_L","doesnt_dance",0.0422300643376771
"BARE-dances-?","Isabella_L","null",0.950032172339778
"BARE-dances-?","Isabella_L","uncertain",0.00266192907926303
"BARE-dances-?","Jackson_H","dances",0.0621651178258161
"BARE-dances-?","Jackson_H","doesnt_dance",0.0022779689457543
"BARE-dances-?","Jackson_H","null",0.934318147759261
"BARE-dances-?","Jackson_H","uncertain",0.00123876546916856
"BARE-dances-?","Jackson_L","dances",0.00521000266647975
"BARE-dances-?","Jackson_L","doesnt_dance",0.0409797270815139
"BARE-dances-?","Jackson_L","null",0.950324619804895
"BARE-dances-?","Jackson_L","uncertain",0.00348565044711163
"BARE-dances-?","Jayden_H","dances",0.0389495051230319
"BARE-dances-?","Jayden_H","doesnt_dance",0.00396499064275635
"BARE-dances-?","Jayden_H","null",0.951407166406232
"BARE-dances-?","Jayden_H","uncertain",0.00567833782798017
"BARE-dances-?","Jayden_L","dances",0.00899764880499785
"BARE-dances-?","Jayden_L","doesnt_dance",0.0394463021593633
"BARE-dances-?","Jayden_L","null",0.947598100571202
"BARE-dances-?","Jayden_L","uncertain",0.00395794846443722
"BARE-dances-?","Jon_H","dances",0.0609621692954517
"BARE-dances-?","Jon_H","doesnt_dance",0.00235775551303336
"BARE-dances-?","Jon_H","null",0.935290923961124
"BARE-dances-?","Jon_H","uncertain",0.00138915123039068
"BARE-dances-?","Jon_L","dances",0.0086542501753939
"BARE-dances-?","Jon_L","doesnt_dance",0.0389546908899821
"BARE-dances-?","Jon_L","null",0.948069826733621
"BARE-dances-?","Jon_L","uncertain",0.00432123220100284
"BARE-dances-?","Josh_H","dances",0.0200971001762704
"BARE-dances-?","Josh_H","doesnt_dance",0.00805611823972804
"BARE-dances-?","Josh_H","null",0.95905566366499
"BARE-dances-?","Josh_H","uncertain",0.0127911179190119
"BARE-dances-?","Josh_L","dances",0.00650211424674823
"BARE-dances-?","Josh_L","doesnt_dance",0.0344954863360208
"BARE-dances-?","Josh_L","null",0.951487964459708
"BARE-dances-?","Josh_L","uncertain",0.00751443495752267
"BARE-dances-?","Josie_H","dances",0.0488333221746893
"BARE-dances-?","Josie_H","doesnt_dance",0.00180777861473711
"BARE-dances-?","Josie_H","null",0.94605857531501
"BARE-dances-?","Josie_H","uncertain",0.00330032389556392
"BARE-dances-?","Josie_L","dances",0.00474131276166906
"BARE-dances-?","Josie_L","doesnt_dance",0.0402746174595287
"BARE-dances-?","Josie_L","null",0.950964325719108
"BARE-dances-?","Josie_L","uncertain",0.00401974405969471
"BARE-dances-?","Julian_H","dances",0.0227029735122169
"BARE-dances-?","Julian_H","doesnt_dance",0.00383959913058059
"BARE-dances-?","Julian_H","null",0.961985464127254
"BARE-dances-?","Julian_H","uncertain",0.0114719632299483
"BARE-dances-?","Julian_L","dances",0.00507946352689052
"BARE-dances-?","Julian_L","doesnt_dance",0.0203904357167241
"BARE-dances-?","Julian_L","null",0.958163820752342
"BARE-dances-?","Julian_L","uncertain",0.0163662800040437
"BARE-dances-?","Mary_H","dances",0.0673182802539397
"BARE-dances-?","Mary_H","doesnt_dance",0.00361386461734856
"BARE-dances-?","Mary_H","null",0.928424293494104
"BARE-dances-?","Mary_H","uncertain",0.000643561634607286
"BARE-dances-?","Mary_L","dances",0.00637218395774067
"BARE-dances-?","Mary_L","doesnt_dance",0.0388677139098186
"BARE-dances-?","Mary_L","null",0.950038120251115
"BARE-dances-?","Mary_L","uncertain",0.00472198188132541
"BARE-dances-?","Olivia_H","dances",0.0558773120022584
"BARE-dances-?","Olivia_H","doesnt_dance",0.00573838891917408
"BARE-dances-?","Olivia_H","null",0.936265513580808
"BARE-dances-?","Olivia_H","uncertain",0.00211878549775941
"BARE-dances-?","Olivia_L","dances",0.00799496177986507
"BARE-dances-?","Olivia_L","doesnt_dance",0.038653392097248
"BARE-dances-?","Olivia_L","null",0.94873742992009
"BARE-dances-?","Olivia_L","uncertain",0.00461421620279669
"BARE-dances-?","Owen_H","dances",0.0561883106957045
"BARE-dances-?","Owen_H","doesnt_dance",0.00212348138536297
"BARE-dances-?","Owen_H","null",0.939636899644675
"BARE-dances-?","Owen_H","uncertain",0.00205130827425765
"BARE-dances-?","Owen_L","dances",0.0112657777679069
"BARE-dances-?","Owen_L","doesnt_dance",0.0348231859945264
"BARE-dances-?","Owen_L","null",0.947521878900429
"BARE-dances-?","Owen_L","uncertain",0.00638915733713766
"BARE-dances-?","Tony_H","dances",0.0523331248891519
"BARE-dances-?","Tony_H","doesnt_dance",0.00134812488231447
"BARE-dances-?","Tony_H","null",0.943669386118224
"BARE-dances-?","Tony_H","uncertain",0.00264936411030942
"BARE-dances-?","Tony_L","dances",0.00736137723792171
"BARE-dances-?","Tony_L","doesnt_dance",0.0391152501859704
"BARE-dances-?","Tony_L","null",0.949109428371192
"BARE-dances-?","Tony_L","uncertain",0.00441394420491617
"BARE-dances-?","Zoe_H","dances",0.0570387273252651
"BARE-dances-?","Zoe_H","doesnt_dance",0.00145888364792722
"BARE-dances-?","Zoe_H","null",0.939588679011778
"BARE-dances-?","Zoe_H","uncertain",0.00191371001502908
"BARE-dances-?","Zoe_L","dances",0.00756317136499479
"BARE-dances-?","Zoe_L","doesnt_dance",0.0412623633324104
"BARE-dances-?","Zoe_L","null",0.948181710092422
"BARE-dances-?","Zoe_L","uncertain",0.00299275521017293
"know-dances-?","Charley_H","dances",0.601739276298969
"know-dances-?","Charley_H","doesnt_dance",0.0504483825366452
"know-dances-?","Charley_H","null",0.0039372223987918
"know-dances-?","Charley_H","uncertain",0.343875118765594
"know-dances-?","Charley_L","dances",0.0322972754096428
"know-dances-?","Charley_L","doesnt_dance",0.605155951030491
"know-dances-?","Charley_L","null",0.00162270674016221
"know-dances-?","Charley_L","uncertain",0.360924066819704
"know-dances-?","Danny_H","dances",0.205900755666225
"know-dances-?","Danny_H","doesnt_dance",0.0298851605060354
"know-dances-?","Danny_H","null",0.00167442720807552
"know-dances-?","Danny_H","uncertain",0.762539656619664
"know-dances-?","Danny_L","dances",0.0360278643475895
"know-dances-?","Danny_L","doesnt_dance",0.675198358386488
"know-dances-?","Danny_L","null",0.00152725474885247
"know-dances-?","Danny_L","uncertain",0.28724652251707
"know-dances-?","Emily_H","dances",0.0840016854874955
"know-dances-?","Emily_H","doesnt_dance",0.155197143740599
"know-dances-?","Emily_H","null",0.00119532146393482
"know-dances-?","Emily_H","uncertain",0.75960584930797
"know-dances-?","Emily_L","dances",0.0243724269210252
"know-dances-?","Emily_L","doesnt_dance",0.866852076463052
"know-dances-?","Emily_L","null",0.00142119170700734
"know-dances-?","Emily_L","uncertain",0.107354304908916
"know-dances-?","Emma_H","dances",0.263735941903088
"know-dances-?","Emma_H","doesnt_dance",0.060613946582162
"know-dances-?","Emma_H","null",0.00202326495725866
"know-dances-?","Emma_H","uncertain",0.673626846557491
"know-dances-?","Emma_L","dances",0.0479702112771296
"know-dances-?","Emma_L","doesnt_dance",0.600349216903632
"know-dances-?","Emma_L","null",0.00145633154265888
"know-dances-?","Emma_L","uncertain",0.350224240276579
"know-dances-?","Frank_H","dances",0.159906638134094
"know-dances-?","Frank_H","doesnt_dance",0.0421934837356486
"know-dances-?","Frank_H","null",0.00143801738061251
"know-dances-?","Frank_H","uncertain",0.796461860749645
"know-dances-?","Frank_L","dances",0.0303293850312132
"know-dances-?","Frank_L","doesnt_dance",0.900539358964557
"know-dances-?","Frank_L","null",0.00138277380011408
"know-dances-?","Frank_L","uncertain",0.0677484822041159
"know-dances-?","Grace_H","dances",0.478594425241493
"know-dances-?","Grace_H","doesnt_dance",0.0474113592097302
"know-dances-?","Grace_H","null",0.0032301254295177
"know-dances-?","Grace_H","uncertain",0.47076409011926
"know-dances-?","Grace_L","dances",0.0413031978150264
"know-dances-?","Grace_L","doesnt_dance",0.760232949207246
"know-dances-?","Grace_L","null",0.0014752714434689
"know-dances-?","Grace_L","uncertain",0.196988581534259
"know-dances-?","Isabella_H","dances",0.0559338280369981
"know-dances-?","Isabella_H","doesnt_dance",0.0899708304079246
"know-dances-?","Isabella_H","null",0.00111639561381936
"know-dances-?","Isabella_H","uncertain",0.852978945941258
"know-dances-?","Isabella_L","dances",0.0274791081300152
"know-dances-?","Isabella_L","doesnt_dance",0.893512661537328
"know-dances-?","Isabella_L","null",0.00137696062705385
"know-dances-?","Isabella_L","uncertain",0.0776312697056027
"know-dances-?","Jackson_H","dances",0.472849602634354
"know-dances-?","Jackson_H","doesnt_dance",0.0790751211794813
