"utterance","prob","speaker_belief","ah_belief"
"BARE-dances-?",0.00107585465634633,"dances","uncertain"
"think-doesnt_dance-?",0.201616317769023,"dances","uncertain"
"think-dances-?",0.428280696866323,"dances","uncertain"
"know-doesnt_dance-?",0.00425031206997685,"dances","uncertain"
"know-dances-?",0.364776818638331,"dances","uncertain"
"BARE-dances-?",0.00165424470234226,"doesnt_dance","uncertain"
"think-doesnt_dance-?",0.180547309280243,"doesnt_dance","uncertain"
"think-dances-?",0.397455603593538,"doesnt_dance","uncertain"
"know-doesnt_dance-?",0.415264481777595,"doesnt_dance","uncertain"
"know-dances-?",0.00507836064628138,"doesnt_dance","uncertain"
"BARE-dances-?",0.185233129484773,"doesnt_dance","null"
"think-doesnt_dance-?",0.413571833539943,"doesnt_dance","null"
"think-dances-?",0.396991272643989,"doesnt_dance","null"
"know-doesnt_dance-?",0.00185525622465296,"doesnt_dance","null"
"know-dances-?",0.00234850810664269,"doesnt_dance","null"
"BARE-dances-?",0.944787797500868,"dances","null"
"think-doesnt_dance-?",0.0293629896029578,"dances","null"
"think-dances-?",0.0189973104629243,"dances","null"
"know-doesnt_dance-?",0.0051065573929776,"dances","null"
"know-dances-?",0.00174534504027198,"dances","null"
"think-doesnt_dance-?",0.153920366155344,"doesnt_dance","dances"
"think-dances-?",0.741337437964312,"doesnt_dance","dances"
"know-doesnt_dance-?",0.100092257866912,"doesnt_dance","dances"
"know-dances-?",0.00464993801343243,"doesnt_dance","dances"
"BARE-dances-?",0.000158765397833553,"dances","dances"
"think-doesnt_dance-?",0.0604682782695094,"dances","dances"
"think-dances-?",0.898325693134767,"dances","dances"
"know-doesnt_dance-?",0.00132627295220986,"dances","dances"
"know-dances-?",0.0397209902456803,"dances","dances"
"BARE-dances-?",0.000895782003349081,"dances","doesnt_dance"
"think-doesnt_dance-?",0.803010482336149,"dances","doesnt_dance"
"think-dances-?",0.0481977565110074,"dances","doesnt_dance"
"know-doesnt_dance-?",0.00397532686356096,"dances","doesnt_dance"
"know-dances-?",0.143920652285933,"dances","doesnt_dance"
"BARE-dances-?",0.00204946197203834,"uncertain","uncertain"
"think-doesnt_dance-?",0.357749356301138,"uncertain","uncertain"
"think-dances-?",0.601670897342185,"uncertain","uncertain"
"know-doesnt_dance-?",0.0121307938956126,"uncertain","uncertain"
"know-dances-?",0.0263994904890252,"uncertain","uncertain"
"BARE-dances-?",1.38714271070208e-05,"doesnt_dance","doesnt_dance"
"think-doesnt_dance-?",0.489458839186283,"doesnt_dance","doesnt_dance"
"think-dances-?",0.491092700588012,"doesnt_dance","doesnt_dance"
"know-doesnt_dance-?",0.0163257408831669,"doesnt_dance","doesnt_dance"
"know-dances-?",0.00310884791543144,"doesnt_dance","doesnt_dance"
"BARE-dances-?",0.987689377358446,"uncertain","null"
"think-doesnt_dance-?",0.00483680327191567,"uncertain","null"
"think-dances-?",0.00440756313756357,"uncertain","null"
"know-doesnt_dance-?",0.000573110215574173,"uncertain","null"
"know-dances-?",0.00249314601650072,"uncertain","null"
"BARE-dances-?",0.000884352544861895,"uncertain","doesnt_dance"
"think-doesnt_dance-?",0.746625388262416,"uncertain","doesnt_dance"
"think-dances-?",0.244222984681011,"uncertain","doesnt_dance"
"know-doesnt_dance-?",0.00312052958096412,"uncertain","doesnt_dance"
"know-dances-?",0.00514674493074699,"uncertain","doesnt_dance"
"BARE-dances-?",0.000925008811610023,"uncertain","dances"
"think-doesnt_dance-?",0.0397370587503297,"uncertain","dances"
"think-dances-?",0.942255538910071,"uncertain","dances"
"know-doesnt_dance-?",0.00247862303083686,"uncertain","dances"
"know-dances-?",0.0146037704971524,"uncertain","dances"
